MODE_OF_TRANSPORTATION,WEATHER,GEOPOLITICAL_RISKS,ROUTE_OPTIMIZATION,NO_OF_DELIVERED,CUSTUMER_RATING,EFFICIENCY,EFFICIENT,BEST OR NOT
2,1,1,4,48,5,49.231,0,NOT
1,4,0,7,61,4,65.5,0,BEST
3,4,1,10,76,2,83.74600000000001,1,BEST
2,2,0,4,57,3,55.367000000000004,0,NOT
2,1,0,4,96,1,87.67399999999999,1,NOT
2,4,1,10,9,8,27.592000000000002,0,NOT
3,3,1,8,67,2,72.26899999999999,1,BEST
3,2,1,5,47,9,50.445,0,NOT
1,4,1,6,25,6,35.645,0,NOT
1,2,0,6,89,1,86.044,1,NOT
2,3,0,10,74,9,80.108,1,BEST
2,1,1,8,30,8,40.089,0,NOT
2,2,1,7,67,2,70.506,1,BEST
3,2,0,8,55,3,59.104,0,NOT
3,1,0,10,14,10,26.847000000000005,0,NOT
3,4,0,2,20,5,22.040999999999997,0,NOT
3,3,0,6,21,8,28.298,0,NOT
1,2,1,9,32,1,44.108,0,NOT
2,1,0,1,99,2,85.821,1,NOT
2,3,1,2,60,10,58.471,0,NOT
3,3,0,6,31,9,36.903999999999996,0,NOT
3,1,0,6,14,7,20.635,0,NOT
3,1,0,4,35,10,35.784,0,NOT
1,1,0,7,29,1,35.552,0,NOT
2,4,1,8,68,5,74.699,1,BEST
1,1,1,3,77,2,72.785,1,NOT
2,2,0,7,69,9,70.547,1,BEST
3,1,1,10,47,3,56.66100000000001,0,NOT
1,2,0,9,59,7,65.398,0,NOT
1,2,1,6,46,10,52.245999999999995,0,NOT
1,4,0,7,55,6,60.534000000000006,0,NOT
3,1,1,6,63,2,64.249,0,NOT
3,1,1,3,68,3,64.10199999999999,0,NOT
3,1,1,1,29,3,27.843,0,NOT
1,3,0,8,93,6,93.636,1,BEST
2,2,0,9,92,6,92.93,1,BEST
2,4,0,4,60,10,60.074,0,NOT
1,4,0,8,15,5,27.834,0,NOT
3,2,0,6,2,1,10.751,0,NOT
1,4,0,1,72,6,66.059,0,NOT
1,4,1,3,77,9,75.741,1,NOT
3,2,0,1,70,7,61.730999999999995,0,NOT
3,2,1,4,69,6,67.48700000000001,0,NOT
1,1,1,9,49,8,58.33299999999999,0,NOT
2,4,1,5,24,3,32.52700000000001,0,NOT
3,4,1,7,99,6,99.181,1,BEST
2,4,0,4,77,6,74.271,1,NOT
1,2,0,6,65,4,65.8,0,NOT
2,3,1,2,79,5,74.298,1,NOT
2,3,0,4,76,2,72.306,1,NOT
2,2,0,8,10,7,21.564,0,NOT
1,1,1,6,39,9,45.39099999999999,0,NOT
1,3,1,3,2,3,10.501999999999999,0,NOT
2,1,1,2,87,9,79.81,1,NOT
1,4,1,6,12,3,24.328000000000003,0,NOT
1,1,1,6,42,8,47.873999999999995,0,NOT
2,1,1,9,91,4,93.31400000000001,1,BEST
1,2,0,5,31,5,35.378,0,NOT
2,2,1,8,29,1,39.512,0,NOT
1,1,0,2,33,8,32.016,0,NOT
2,2,0,10,96,3,97.61,1,BEST
3,3,1,4,75,3,73.18499999999999,1,NOT
1,1,0,2,30,1,28.925,0,NOT
3,2,0,9,64,9,68.733,0,BEST
1,1,1,10,66,2,73.87400000000001,1,BEST
3,1,1,3,67,2,63.172999999999995,0,NOT
1,3,1,6,10,1,21.662,0,NOT
2,2,0,6,53,1,54.794999999999995,0,NOT
3,2,0,6,45,10,48.114,0,NOT
1,4,1,1,28,2,30.42,0,NOT
1,4,1,8,23,5,36.855000000000004,0,NOT
3,4,0,10,37,5,48.510000000000005,0,NOT
3,4,0,5,37,4,40.954,0,NOT
2,2,1,9,10,2,24.877000000000002,0,NOT
3,4,1,8,16,3,29.650000000000002,0,NOT
2,4,0,4,15,5,21.309,0,NOT
1,2,1,7,74,9,77.55,1,BEST
2,1,1,10,24,6,37.81100000000001,0,NOT
2,3,0,3,84,5,77.862,1,NOT
3,3,0,7,36,1,42.056999999999995,0,NOT
1,1,1,1,49,4,46.061,0,NOT
3,2,0,3,50,10,47.891,0,NOT
3,1,1,7,36,6,43.018,0,NOT
1,3,1,3,6,8,14.294,0,NOT
1,2,1,6,99,1,96.771,1,NOT
3,3,1,7,82,9,84.1,1,BEST
3,1,1,6,73,6,73.083,1,NOT
1,4,1,3,17,10,24.637,0,NOT
2,1,1,4,46,1,47.221,0,NOT
2,2,0,4,68,1,64.59799999999998,0,NOT
3,3,1,10,71,3,78.749,1,BEST
2,1,0,7,17,3,24.927,0,NOT
1,2,0,3,83,5,76.74199999999999,1,NOT
1,3,1,6,50,8,56.31399999999999,0,NOT
2,1,1,8,76,2,78.87100000000001,1,BEST
1,4,1,9,88,6,93.872,1,BEST
1,3,1,8,81,3,85.369,1,BEST
3,1,0,7,100,6,95.413,1,BEST
3,4,0,4,58,10,57.82699999999999,0,NOT
1,4,0,9,15,1,29.026000000000003,0,NOT
1,4,1,1,53,5,51.973,0,NOT
3,3,0,1,34,7,31.831,0,NOT
1,2,0,9,33,4,42.992000000000004,0,NOT
1,3,0,3,85,7,79.40799999999999,1,NOT
1,1,0,9,66,6,70.485,1,BEST
2,3,1,9,99,6,101.906,1,BEST
2,4,1,3,31,1,35.354,0,NOT
1,1,0,6,74,6,72.821,1,NOT
3,3,1,2,33,5,34.519000000000005,0,NOT
1,2,0,5,8,5,15.759,0,NOT
3,1,1,7,90,8,89.232,1,BEST
1,4,1,1,92,9,85.544,1,NOT
3,2,0,8,2,6,14.123,0,NOT
3,2,0,9,37,7,45.55,0,NOT
3,2,0,9,81,5,82.93,1,BEST
1,2,1,9,6,1,21.93,0,NOT
1,1,0,2,13,6,14.804,0,NOT
2,3,1,8,95,3,96.77,1,BEST
1,2,1,3,59,8,58.69499999999999,0,NOT
1,2,1,9,79,10,84.88300000000001,1,BEST
3,3,1,8,14,5,27.288,0,NOT
3,3,0,2,90,3,80.791,1,NOT
2,3,0,5,99,1,93.345,1,NOT
2,1,0,8,52,8,56.657999999999994,0,NOT
2,2,0,1,70,4,62.044000000000004,0,NOT
2,1,1,5,62,8,62.89699999999999,0,NOT
1,1,0,10,20,3,32.515,0,NOT
2,3,0,7,43,1,48.569,0,NOT
2,3,1,4,75,10,74.25800000000001,1,NOT
3,3,0,6,97,4,92.822,1,NOT
2,1,1,1,49,7,45.74799999999999,0,NOT
2,2,1,6,36,1,42.491,0,NOT
2,3,1,4,66,7,66.353,0,NOT
2,3,1,5,34,6,40.477000000000004,0,NOT
3,2,1,2,86,3,78.768,1,NOT
1,2,0,10,82,4,86.285,1,BEST
3,3,0,9,38,3,46.907000000000004,0,NOT
1,3,0,10,100,5,102.523,1,BEST
1,4,0,5,47,2,50.414,0,NOT
1,2,1,3,47,4,48.155,0,NOT
1,1,0,8,53,8,58.05199999999999,0,NOT
3,4,0,3,28,10,30.741000000000003,0,NOT
2,4,1,2,56,4,55.411,0,NOT
3,1,1,10,36,6,47.506,0,NOT
2,3,1,3,87,5,82.618,1,NOT
2,1,1,2,10,6,13.901,0,NOT
3,4,0,8,18,4,29.234999999999996,0,NOT
2,3,1,2,19,6,23.194,0,NOT
2,4,1,1,99,4,90.59400000000001,1,NOT
2,4,0,10,39,1,50.452999999999996,0,NOT
2,4,0,9,30,2,41.356,0,NOT
1,3,1,1,9,7,13.785,0,NOT
3,1,0,4,21,5,23.462,0,NOT
1,4,1,1,22,6,25.605999999999998,0,NOT
3,3,0,5,95,1,89.392,1,NOT
1,3,1,5,47,8,52.259,0,NOT
3,2,1,5,29,5,34.787,0,NOT
3,3,0,8,60,10,64.709,0,NOT
3,4,0,3,20,5,23.536999999999995,0,NOT
3,4,0,1,75,7,67.612,0,NOT
2,2,1,6,5,3,16.2,0,NOT
3,1,0,8,22,9,30.602999999999998,0,NOT
2,3,1,10,51,6,62.458000000000006,0,NOT
2,4,1,5,25,1,33.228,0,NOT
1,2,1,5,32,5,38.428000000000004,0,NOT
2,1,1,6,1,10,12.511999999999999,0,NOT
2,3,0,7,68,7,70.35,1,BEST
3,3,1,8,82,4,85.21600000000001,1,BEST
1,2,1,10,69,3,77.317,1,BEST
1,4,0,1,17,2,18.84,0,NOT
2,2,0,5,68,4,66.322,0,NOT
2,3,1,6,5,4,17.084,0,NOT
1,2,0,8,66,1,69.417,0,BEST
3,4,1,7,60,9,66.142,0,NOT
2,2,0,9,49,6,56.251000000000005,0,NOT
2,4,0,7,87,1,86.90899999999999,1,BEST
3,2,0,8,52,1,56.393,0,NOT
3,1,0,9,63,6,66.84400000000001,0,BEST
3,3,1,7,72,1,74.96199999999999,1,BEST
3,2,0,9,15,10,27.012000000000004,0,NOT
1,2,0,5,63,2,62.446,0,NOT
1,4,1,8,7,10,23.587000000000003,0,NOT
3,3,1,8,77,10,81.407,1,BEST
3,2,0,9,96,1,95.42099999999999,1,BEST
1,1,1,7,49,6,55.189,0,NOT
3,1,0,7,23,6,29.732,0,NOT
3,4,0,5,85,2,81.746,1,NOT
1,4,0,9,87,10,91.126,1,BEST
2,3,1,9,45,8,55.995999999999995,0,NOT
1,3,0,5,22,4,28.432999999999996,0,NOT
2,4,1,6,91,3,91.17399999999999,1,NOT
2,1,0,8,27,8,35.33299999999999,0,NOT
3,2,0,8,69,6,71.274,1,BEST
1,4,0,8,97,1,97.476,1,BEST
1,3,0,6,5,4,15.427999999999999,0,NOT
1,2,1,3,100,8,93.668,1,NOT
2,2,1,8,67,5,72.22999999999999,1,BEST
2,3,1,10,40,9,53.303,0,NOT
2,4,1,10,89,2,95.376,1,BEST
2,3,1,3,8,6,15.307,0,NOT
3,3,1,9,85,5,89.347,1,BEST
3,2,0,10,64,6,70.001,1,BEST
3,3,0,3,83,1,76.16399999999999,1,NOT
3,2,1,4,9,7,16.383,0,NOT
2,4,1,2,49,9,49.81999999999999,0,NOT
3,3,0,1,51,1,45.876,0,NOT
1,4,0,3,8,9,14.687,0,NOT
2,2,1,3,34,2,36.373,0,NOT
2,1,0,10,38,6,47.556000000000004,0,NOT
3,3,1,7,76,7,78.83,1,BEST
2,4,1,5,26,5,34.385000000000005,0,NOT
2,1,0,1,62,1,54.184,0,NOT
2,2,0,4,19,2,22.877000000000002,0,NOT
1,3,1,9,47,9,58.319,0,NOT
2,2,0,4,45,2,45.055,0,NOT
2,2,1,7,47,9,53.977999999999994,0,NOT
1,3,1,2,100,1,92.448,1,NOT
3,3,1,9,75,7,80.969,1,BEST
1,3,0,4,55,10,55.541999999999994,0,NOT
3,4,1,4,72,2,71.35799999999999,1,NOT
2,2,0,1,89,6,78.403,1,NOT
2,3,0,7,14,4,24.06,0,NOT
1,4,1,2,40,6,42.456,0,NOT
3,1,1,10,21,7,34.787000000000006,0,NOT
1,1,0,3,1,3,5.835999999999999,0,NOT
1,3,0,2,39,7,38.67399999999999,0,NOT
1,4,0,10,94,8,98.441,1,BEST
3,3,0,7,4,6,15.140999999999998,0,NOT
1,2,1,10,71,3,79.02299999999998,1,BEST
3,3,0,6,45,3,48.39,0,NOT
3,2,1,9,47,6,56.20100000000001,0,NOT
3,4,0,6,54,6,57.103,0,NOT
2,1,1,3,76,4,71.543,1,NOT
1,3,0,9,98,2,99.093,1,BEST
3,3,1,7,49,4,55.571,0,NOT
3,4,1,3,50,8,51.552,0,NOT
2,2,1,6,59,7,62.566,0,NOT
2,4,1,1,8,6,13.123,0,NOT
2,1,0,8,86,10,85.81200000000001,1,BEST
3,2,0,5,75,6,71.90400000000001,1,NOT
1,1,0,9,29,8,39.07599999999999,0,NOT
1,4,1,9,57,5,67.353,0,NOT
3,2,1,8,37,2,45.871,0,NOT
2,1,0,9,14,7,25.664,0,NOT
3,1,0,9,72,9,74.749,1,BEST
1,4,0,2,3,7,8.774000000000001,0,NOT
3,4,0,3,37,6,38.114000000000004,0,NOT
2,2,0,10,30,4,41.388000000000005,0,NOT
1,1,1,10,18,1,32.854,0,NOT
3,3,1,2,94,3,86.39999999999999,1,NOT
3,4,1,2,77,2,72.631,1,NOT
1,1,0,2,12,10,14.255,0,NOT
1,4,1,1,5,7,11.181000000000001,0,NOT
2,4,1,9,5,7,22.608,0,NOT
1,2,0,6,77,8,76.34,1,NOT
1,2,1,4,1,1,10.185,0,NOT
1,3,0,5,89,5,85.66,1,NOT
3,4,0,10,57,9,65.874,0,NOT
2,1,0,8,14,9,24.32,0,NOT
1,2,0,8,58,2,62.669,0,NOT
3,2,0,7,82,5,80.791,1,BEST
2,4,0,8,29,10,39.614999999999995,0,NOT
1,1,0,6,18,10,25.357,0,NOT
3,4,0,10,77,6,82.706,1,BEST
1,3,1,3,36,1,39.352,0,NOT
2,1,0,5,74,4,70.632,1,NOT
1,1,1,9,92,6,94.86,1,BEST
3,2,0,3,60,7,56.193,0,NOT
1,4,0,10,70,1,77.437,1,BEST
2,2,1,6,30,10,38.056999999999995,0,NOT
1,2,0,2,7,6,10.494,0,NOT
2,3,0,3,90,4,82.904,1,NOT
3,1,0,4,44,5,43.080999999999996,0,NOT
2,2,1,9,36,8,47.510999999999996,0,NOT
1,4,1,1,29,8,31.729,0,NOT
3,2,0,6,43,8,46.256,0,NOT
3,4,1,7,33,5,42.807,0,NOT
3,4,1,10,75,7,83.273,1,BEST
2,4,1,4,72,9,72.431,1,NOT
1,4,1,10,59,3,70.40299999999999,1,NOT
2,3,0,7,54,5,58.256,0,NOT
3,3,1,5,30,7,36.599999999999994,0,NOT
3,3,1,5,14,10,23.180000000000003,0,NOT
1,2,0,9,21,8,33.059999999999995,0,NOT
2,2,0,7,51,5,54.889,0,NOT
1,3,0,9,50,1,58.073,0,NOT
2,2,0,5,55,4,55.233000000000004,0,NOT
2,2,0,1,11,3,11.641,0,NOT
3,2,1,4,60,3,59.582,0,NOT
3,1,0,7,85,7,82.69399999999999,1,BEST
3,2,0,3,32,8,32.385,0,NOT
3,1,0,7,69,6,68.97,0,BEST
3,3,1,6,98,4,95.872,1,NOT
3,1,0,1,57,9,49.986,0,NOT
1,4,1,2,46,3,47.346000000000004,0,NOT
2,4,1,8,78,10,83.609,1,BEST
3,4,1,5,7,3,17.485000000000003,0,NOT
3,4,0,9,49,4,57.174,0,NOT
2,2,0,9,37,4,45.863,0,NOT
3,3,0,2,66,9,60.775,0,NOT
1,4,0,7,16,1,26.887,0,NOT
3,4,0,4,20,2,24.805,0,NOT
2,3,1,10,51,2,62.154,0,NOT
3,2,1,9,34,4,44.96,0,NOT
1,3,1,5,15,8,24.963,0,NOT
3,3,1,9,84,3,88.342,1,BEST
3,1,0,6,20,7,25.752999999999997,0,NOT
3,3,0,5,50,2,51.083,0,NOT
2,3,0,9,37,9,47.051,0,NOT
3,2,1,5,46,2,49.06,0,NOT
2,2,1,8,20,6,32.215,0,NOT
3,3,0,8,18,3,28.351,0,NOT
3,1,1,4,45,10,46.510999999999996,0,NOT
1,4,0,2,23,8,25.91,0,NOT
1,2,1,4,77,9,75.621,1,NOT
3,3,1,10,70,5,78.048,1,BEST
3,1,0,3,60,9,55.537,0,NOT
2,4,0,10,72,3,78.75399999999999,1,BEST
1,3,1,9,59,8,68.479,0,NOT
3,4,0,8,95,8,95.22,1,BEST
2,2,0,9,51,9,58.185,0,NOT
2,1,0,10,77,4,80.67099999999999,1,BEST
3,3,0,7,98,6,95.323,1,BEST
2,3,1,10,65,7,74.476,1,BEST
2,4,1,10,38,2,51.873000000000005,0,NOT
3,4,0,10,52,7,61.45700000000001,0,NOT
3,3,1,8,41,1,50.015,0,NOT
2,1,0,4,55,5,53.005,0,NOT
2,2,0,2,31,9,30.653,0,NOT
2,3,1,4,82,7,80.00099999999999,1,NOT
3,2,0,1,62,9,55.05899999999999,0,NOT
1,4,0,9,49,9,58.635999999999996,0,NOT
2,1,1,10,59,10,67.97000000000001,0,NOT
3,4,1,8,31,6,42.673,0,NOT
2,1,0,8,98,7,95.82,1,BEST
1,1,0,3,49,5,46.932,0,NOT
1,4,0,9,75,9,80.814,1,BEST
3,2,1,4,51,6,52.133,0,NOT
2,2,0,7,77,5,77.067,1,BEST
2,4,0,8,53,4,59.631,0,NOT
3,1,0,10,34,9,43.830999999999996,0,NOT
2,4,1,1,25,4,27.471999999999998,0,NOT
3,1,0,1,3,2,3.3920000000000003,0,NOT
2,3,0,2,65,6,60.23500000000001,0,NOT
1,4,1,10,22,5,38.994,0,NOT
2,1,0,4,95,4,87.04899999999999,1,NOT
3,4,0,8,14,8,26.127,0,NOT
3,2,0,10,52,4,59.61300000000001,0,NOT
3,1,0,6,48,8,49.713,0,NOT
1,2,0,9,88,3,89.83099999999999,1,BEST
3,1,0,8,11,2,20.688000000000002,0,NOT
2,1,0,6,60,6,60.338,0,NOT
1,4,1,1,4,5,10.176,0,NOT
3,4,1,6,66,10,69.84,0,NOT
2,1,1,3,22,9,25.861,0,NOT
3,2,1,2,74,5,68.684,0,NOT
1,2,1,6,92,5,91.104,1,NOT
1,2,0,4,99,3,91.734,1,NOT
1,1,0,8,49,6,54.488,0,NOT
2,2,1,7,91,7,91.358,1,BEST
1,2,0,3,32,4,33.163000000000004,0,NOT
1,4,0,7,40,1,47.359,0,NOT
3,4,0,7,51,8,56.192,0,NOT
3,1,0,2,74,6,65.75500000000001,0,NOT
2,3,0,5,27,1,31.929000000000002,0,NOT
2,1,0,7,47,1,50.365,0,NOT
3,3,1,8,54,10,61.788,0,NOT
1,3,1,4,22,3,29.058,0,NOT
1,2,0,3,71,3,66.35399999999998,0,NOT
3,4,1,2,53,2,52.159,0,NOT
2,2,0,8,47,9,53.277,0,NOT
1,3,0,2,7,7,11.378,0,NOT
1,2,0,7,15,7,24.874,0,NOT
3,3,0,9,89,7,90.714,1,BEST
1,3,1,5,69,10,71.177,1,NOT
2,4,0,8,33,1,42.343,0,NOT
3,2,0,5,60,3,58.881,0,NOT
2,3,0,2,8,5,11.538000000000002,0,NOT
2,4,1,10,82,5,89.633,1,BEST
2,4,1,2,61,7,59.903999999999996,0,NOT
2,1,0,4,28,7,30.126,0,NOT
1,3,1,3,76,4,73.7,1,NOT
2,3,0,6,93,1,89.72299999999998,1,NOT
3,2,1,10,6,7,22.8,0,NOT
2,1,0,6,22,7,27.999999999999996,0,NOT
1,3,1,3,63,8,62.91499999999999,0,NOT
3,2,1,4,66,3,64.7,0,NOT
3,2,0,1,74,5,64.991,0,NOT
2,2,1,7,9,1,20.956,0,NOT
1,2,1,6,39,1,45.590999999999994,0,NOT
3,3,1,2,11,7,15.905,0,NOT
1,3,0,6,82,8,81.413,1,NOT
2,2,1,7,17,6,28.16,0,NOT
1,2,1,9,15,5,29.910999999999998,0,NOT
2,4,0,7,52,10,57.738,0,NOT
3,4,0,10,96,3,98.685,1,BEST
1,1,0,4,27,10,30.042,0,NOT
2,3,0,8,96,1,95.274,1,BEST
3,1,0,4,15,10,18.724,0,NOT
2,1,1,4,48,6,49.307,0,NOT
3,1,0,10,73,9,77.098,1,BEST
2,3,0,9,44,3,52.565999999999995,0,NOT
1,4,1,1,63,9,60.806999999999995,0,NOT
1,2,0,10,30,2,41.777,0,NOT
1,3,0,5,3,3,12.15,0,NOT
2,2,0,10,15,10,29.049000000000003,0,NOT
3,4,1,6,27,7,36.345,0,NOT
2,3,1,8,89,6,91.88000000000001,1,BEST
3,4,1,5,58,1,60.836,0,NOT
3,1,1,2,7,4,10.649,0,NOT
3,4,1,8,71,10,77.097,1,BEST
1,3,0,9,5,7,20.144000000000002,0,NOT
1,2,1,2,18,6,22.073999999999998,0,NOT
1,2,1,9,71,4,77.603,1,BEST
3,1,0,1,1,6,1.9899999999999998,0,NOT
3,4,1,10,65,8,74.819,1,BEST
3,1,0,7,62,10,63.30299999999999,0,BEST
2,4,1,3,100,4,94.439,1,NOT
1,1,0,4,27,10,30.042,0,NOT
2,1,1,2,90,4,81.989,1,NOT
2,1,0,4,86,1,79.14399999999999,1,NOT
2,1,1,8,26,7,36.601,0,NOT
2,2,1,2,16,9,20.055,0,NOT
2,1,0,2,91,9,81.025,1,NOT
3,3,1,5,17,3,25.207,0,NOT
1,4,1,7,76,2,80.34,1,BEST
3,3,0,2,8,5,10.997000000000002,0,NOT
1,4,1,4,80,8,79.72,1,NOT
1,4,0,4,2,6,10.837,0,NOT
3,1,0,5,58,4,56.443,0,NOT
1,3,1,2,92,6,86.004,1,NOT
2,3,0,3,90,8,83.208,1,NOT
2,1,0,8,82,1,81.716,1,BEST
2,1,1,2,1,3,5.9959999999999996,0,NOT
3,3,0,3,43,8,42.576,0,NOT
2,4,0,1,46,7,43.416,0,NOT
3,3,0,7,24,7,32.277,0,NOT
1,3,0,10,76,1,81.747,1,BEST
1,3,0,9,84,4,87.303,1,BEST
2,1,0,2,31,9,29.845,0,NOT
1,1,1,3,58,1,56.501999999999995,0,NOT
2,2,0,10,52,2,60.002,0,NOT
3,1,1,8,92,5,92.20599999999999,1,BEST
1,1,0,4,72,10,68.427,0,NOT
1,2,0,2,37,10,36.388,0,NOT
3,3,0,5,60,10,60.221,0,NOT
1,2,0,8,87,3,87.48199999999999,1,BEST
2,2,1,5,10,8,19.349,0,NOT
3,3,0,8,56,8,61.144999999999996,0,NOT
1,3,1,2,51,8,51.183,0,NOT
2,2,0,2,85,6,76.487,1,NOT
2,1,0,3,66,3,60.74,0,NOT
1,2,0,9,26,6,37.173,0,NOT
2,2,1,9,70,8,76.513,1,BEST
3,2,1,10,56,3,65.146,0,NOT
2,2,0,5,64,1,62.682,0,NOT
2,4,1,3,85,4,81.644,1,NOT
1,1,1,8,26,3,36.838,0,NOT
3,1,1,5,76,8,74.298,1,NOT
1,3,0,1,13,2,14.62,0,NOT
1,2,1,10,1,7,19.617,0,NOT
1,3,1,5,72,7,73.508,1,NOT
2,4,1,4,69,7,69.72,0,NOT
3,4,1,9,66,1,73.64399999999999,1,BEST
2,1,1,5,27,10,33.193999999999996,0,NOT
3,1,0,10,37,5,46.086000000000006,0,NOT
2,3,1,9,69,1,75.93599999999999,1,BEST
2,2,1,7,95,4,94.542,1,BEST
3,2,1,6,37,1,42.803,0,NOT
3,2,0,8,61,10,64.754,0,BEST
2,2,0,8,38,9,45.6,0,NOT
2,2,1,2,36,9,37.114999999999995,0,NOT
1,1,0,3,88,3,80.04699999999998,1,NOT
3,4,1,1,64,2,60.046,0,NOT
3,1,0,5,84,2,78.46900000000001,1,NOT
2,2,1,3,22,10,26.745,0,NOT
3,2,1,2,1,3,6.263,0,NOT
3,4,0,9,39,2,48.492,0,NOT
1,3,1,9,78,4,84.38199999999999,1,BEST
1,4,1,5,56,9,60.82,0,NOT
3,2,0,4,42,6,42.259,0,NOT
3,3,0,4,90,6,84.011,1,NOT
3,2,1,3,12,10,17.674000000000003,0,NOT
2,1,1,6,3,3,13.685999999999998,0,NOT
1,4,0,4,43,6,45.81,0,NOT
1,4,0,6,61,10,64.46000000000001,0,NOT
1,2,1,6,25,6,34.029,0,NOT
2,4,0,2,96,9,87.714,1,NOT
3,1,0,7,49,9,52.13799999999999,0,NOT
1,3,1,10,69,7,78.42899999999999,1,BEST
3,2,1,2,83,6,76.437,1,NOT
2,3,1,9,95,1,98.11399999999999,1,BEST
1,2,0,6,18,9,26.089,0,NOT
1,4,1,4,4,6,14.739999999999998,0,NOT
1,1,0,5,29,9,33.168,0,NOT
1,4,1,10,15,8,33.251,0,NOT
2,2,1,10,68,8,76.303,1,BEST
1,4,0,7,68,3,71.395,1,BEST
3,1,1,4,87,9,82.261,1,NOT
3,2,0,6,85,3,81.70199999999998,1,NOT
1,4,1,10,96,6,102.19200000000001,1,BEST
1,3,0,2,20,3,22.163,0,NOT
3,3,1,7,53,1,58.754999999999995,0,NOT
2,4,0,4,15,2,21.081000000000003,0,NOT
2,3,0,10,84,2,88.10600000000001,1,BEST
2,1,1,1,44,8,41.55899999999999,0,NOT
1,4,0,4,10,1,17.281,0,NOT
3,4,0,8,69,6,72.89,1,BEST
2,4,0,3,76,2,71.61800000000001,1,NOT
2,1,0,8,7,6,18.121,0,NOT
1,2,1,4,27,4,32.591,0,NOT
2,2,1,2,85,7,78.75999999999999,1,NOT
1,2,1,2,50,7,49.446,0,NOT
2,1,1,6,35,8,41.361999999999995,0,NOT
3,4,1,9,99,9,102.401,1,BEST
3,1,1,5,44,8,47.001999999999995,0,NOT
1,4,1,3,77,2,75.209,1,NOT
2,3,1,3,3,10,11.346000000000002,0,NOT
1,4,1,6,46,1,53.178,0,NOT
1,2,0,9,28,10,39.183,0,NOT
2,4,0,1,33,5,32.175000000000004,0,NOT
3,1,0,4,36,4,36.181,0,NOT
3,2,0,9,81,3,82.778,1,BEST
1,2,1,10,77,8,84.521,1,BEST
2,3,0,6,51,5,54.201,0,NOT
3,2,1,7,49,7,54.991,0,NOT
1,4,0,6,49,5,53.844,0,NOT
3,2,1,5,93,4,89.303,1,NOT
2,4,1,1,81,5,75.316,1,NOT
1,2,1,9,59,9,67.747,0,NOT
2,3,1,6,67,1,69.74199999999999,0,NOT
1,1,1,6,16,8,25.696,0,NOT
1,1,0,6,59,4,59.873999999999995,0,NOT
3,4,0,4,30,4,33.487,0,NOT
3,4,0,3,75,6,70.528,1,NOT
2,2,1,9,18,1,31.625,0,NOT
1,4,0,3,92,6,86.111,1,NOT
1,1,1,1,2,3,5.894,0,NOT
2,3,0,3,99,2,90.429,1,NOT
2,3,0,7,38,9,44.912,0,NOT
1,2,1,2,83,8,77.67099999999999,1,NOT
3,1,0,8,3,10,14.472,0,NOT
2,4,0,5,28,4,33.818000000000005,0,NOT
2,4,1,6,3,5,16.262,0,NOT
3,2,0,7,71,4,71.332,1,BEST
3,4,1,1,9,6,13.434999999999999,0,NOT
1,4,1,8,95,4,98.195,1,BEST
2,1,1,4,39,5,41.553999999999995,0,NOT
3,4,0,9,51,7,59.108000000000004,0,NOT
2,3,1,3,68,3,66.259,0,NOT
3,3,1,4,13,4,20.374999999999996,0,NOT
2,3,1,1,49,4,47.135999999999996,0,NOT
2,3,1,6,7,8,19.094,0,NOT
3,2,0,10,43,7,52.164,0,NOT
1,2,0,8,33,6,41.648,0,NOT
3,4,1,10,69,5,78.003,1,BEST
2,2,1,5,10,9,19.425,0,NOT
1,3,1,4,51,10,54.327,0,NOT
1,4,0,2,61,3,57.944,0,NOT
2,4,0,10,32,7,44.938,0,NOT
2,2,0,3,13,6,16.567,0,NOT
2,3,0,9,47,6,55.35300000000001,0,NOT
1,3,1,4,34,6,39.522000000000006,0,NOT
3,2,1,6,83,8,82.573,1,NOT
1,4,1,8,47,5,57.327000000000005,0,NOT
2,1,1,3,68,6,64.871,0,NOT
1,2,0,4,27,8,30.698,0,NOT
2,1,0,4,59,7,56.569,0,NOT
1,4,1,4,98,9,95.14999999999999,1,NOT
2,4,1,9,78,7,84.877,1,BEST
3,4,1,2,74,1,69.996,0,NOT
3,3,0,10,65,2,71.358,1,BEST
2,3,1,5,21,3,29.160000000000004,0,NOT
1,4,1,5,55,6,59.739000000000004,0,NOT
1,2,1,3,68,10,66.524,0,NOT
2,2,1,2,59,1,56.126,0,NOT
2,2,0,8,24,6,33.43000000000001,0,NOT
3,1,0,8,71,10,72.476,1,BEST
3,2,1,2,28,6,29.522000000000002,0,NOT
1,3,0,7,41,6,47.784000000000006,0,NOT
2,3,1,1,100,1,90.41099999999999,1,NOT
3,3,1,5,81,5,79.951,1,NOT
1,1,1,6,1,8,12.901,0,NOT
1,1,0,5,68,7,66.283,0,NOT
2,3,1,9,70,4,77.017,1,BEST
2,1,1,5,52,3,53.987,0,NOT
2,4,1,8,1,8,17.776000000000003,0,NOT
2,1,1,7,29,10,37.891999999999996,0,NOT
3,4,1,8,1,9,17.311000000000003,0,NOT
2,2,0,7,7,2,17.129,0,NOT
3,4,0,5,45,10,48.233999999999995,0,NOT
3,3,0,10,71,2,76.476,1,BEST
2,4,0,5,23,9,29.933000000000003,0,NOT
1,2,0,4,82,8,77.613,1,NOT
